p,h,output,model
"You see a table. On the table is: a battery, a green light bulb, which is off, a orange light bulb, which is off, a orange wire, a red light bulb, which is off, a red wire, a switch, which is off, a yellow wire.",you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a green light bulb, which is off, a orange light bulb, which is off, a orange wire, a red light bulb, which is off, a red wire, a switch, which is off, a yellow wire.",you are in workshop,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a green light bulb, which is off, a orange light bulb, which is off, a orange wire, a red light bulb, which is off, a red wire, a switch, which is off, a yellow wire.",you are in outside,1,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a green light bulb, which is off, a orange light bulb, which is off, a orange wire, a red light bulb, which is off, a red wire, a switch, which is off, a yellow wire.",you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a green light bulb, which is off, a orange light bulb, which is off, a orange wire, a red light bulb, which is off, a red wire, a switch, which is off, a yellow wire.",you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a finger painting,you are in kitchen,2,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 3 (containing nothing),you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 4 (containing a cherry tree in the adult stage, soil)",you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 5 (containing a peach tree in the adult stage, soil)",you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 7 (containing a pea plant in the adult stage with a tall height, soil)",you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 3 (containing nothing),you are in art studio,1,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 4 (containing a cherry tree in the adult stage, soil)",you are in art studio,1,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 5 (containing a peach tree in the adult stage, soil)",you are in art studio,1,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 7 (containing a pea plant in the adult stage with a tall height, soil)",you are in art studio,1,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 3 (containing nothing),you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 4 (containing a cherry tree in the adult stage, soil)",you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 5 (containing a peach tree in the adult stage, soil)",you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 7 (containing a pea plant in the adult stage with a tall height, soil)",you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 3 (containing nothing),you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 4 (containing a cherry tree in the adult stage, soil)",you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 5 (containing a peach tree in the adult stage, soil)",you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 7 (containing a pea plant in the adult stage with a tall height, soil)",you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 3 (containing nothing),you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 4 (containing a cherry tree in the adult stage, soil)",you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 5 (containing a peach tree in the adult stage, soil)",you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 7 (containing a pea plant in the adult stage with a tall height, soil)",you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 3 (containing nothing),you are in workshop,1,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 4 (containing a cherry tree in the adult stage, soil)",you are in workshop,1,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 5 (containing a peach tree in the adult stage, soil)",you are in workshop,1,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 7 (containing a pea plant in the adult stage with a tall height, soil)",you are in workshop,1,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 3 (containing nothing),you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 4 (containing a cherry tree in the adult stage, soil)",you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 5 (containing a peach tree in the adult stage, soil)",you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 7 (containing a pea plant in the adult stage with a tall height, soil)",you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 3 (containing nothing),you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 4 (containing a cherry tree in the adult stage, soil)",you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 5 (containing a peach tree in the adult stage, soil)",you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 7 (containing a pea plant in the adult stage with a tall height, soil)",you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 3 (containing nothing),you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 4 (containing a cherry tree in the adult stage, soil)",you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 5 (containing a peach tree in the adult stage, soil)",you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 7 (containing a pea plant in the adult stage with a tall height, soil)",you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a table. On the table is: a jug (containing nothing).,you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
You see a table. On the table is: a jug (containing nothing).,you are in art studio,2,MoritzLaurer/MiniLM-L6-mnli
You see a table. On the table is: a jug (containing nothing).,you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a table. On the table is: a jug (containing nothing).,you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
You see a table. On the table is: a jug (containing nothing).,you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
You see a table. On the table is: a jug (containing nothing).,you are in workshop,2,MoritzLaurer/MiniLM-L6-mnli
You see a table. On the table is: a jug (containing nothing).,you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
You see a table. On the table is: a jug (containing nothing).,you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
You see a table. On the table is: a jug (containing nothing).,you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a book shelf (containing A book (The Foundations of the Origin of Species) titled The Foundations of the Origin of Species by Charles Darwin),you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
You see a book shelf (containing A book (The Foundations of the Origin of Species) titled The Foundations of the Origin of Species by Charles Darwin),you are in art studio,2,MoritzLaurer/MiniLM-L6-mnli
You see a book shelf (containing A book (The Foundations of the Origin of Species) titled The Foundations of the Origin of Species by Charles Darwin),you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a book shelf (containing A book (The Foundations of the Origin of Species) titled The Foundations of the Origin of Species by Charles Darwin),you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
You see a book shelf (containing A book (The Foundations of the Origin of Species) titled The Foundations of the Origin of Species by Charles Darwin),you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
You see a book shelf (containing A book (The Foundations of the Origin of Species) titled The Foundations of the Origin of Species by Charles Darwin),you are in workshop,2,MoritzLaurer/MiniLM-L6-mnli
You see a book shelf (containing A book (The Foundations of the Origin of Species) titled The Foundations of the Origin of Species by Charles Darwin),you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
You see a book shelf (containing A book (The Foundations of the Origin of Species) titled The Foundations of the Origin of Species by Charles Darwin),you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
You see a book shelf (containing A book (The Foundations of the Origin of Species) titled The Foundations of the Origin of Species by Charles Darwin),you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 2 (containing nothing),you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 7 (containing a cherry tree in the adult stage, soil)",you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 8 (containing a peach tree in the adult stage, soil)",you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 2 (containing nothing),you are in art studio,1,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 7 (containing a cherry tree in the adult stage, soil)",you are in art studio,1,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 8 (containing a peach tree in the adult stage, soil)",you are in art studio,1,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 2 (containing nothing),you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 7 (containing a cherry tree in the adult stage, soil)",you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 8 (containing a peach tree in the adult stage, soil)",you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 2 (containing nothing),you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 7 (containing a cherry tree in the adult stage, soil)",you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 8 (containing a peach tree in the adult stage, soil)",you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 2 (containing nothing),you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 7 (containing a cherry tree in the adult stage, soil)",you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 8 (containing a peach tree in the adult stage, soil)",you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 2 (containing nothing),you are in workshop,1,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 7 (containing a cherry tree in the adult stage, soil)",you are in workshop,1,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 8 (containing a peach tree in the adult stage, soil)",you are in workshop,1,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 2 (containing nothing),you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 7 (containing a cherry tree in the adult stage, soil)",you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 8 (containing a peach tree in the adult stage, soil)",you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 2 (containing nothing),you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 7 (containing a cherry tree in the adult stage, soil)",you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 8 (containing a peach tree in the adult stage, soil)",you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 2 (containing nothing),you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 7 (containing a cherry tree in the adult stage, soil)",you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 8 (containing a peach tree in the adult stage, soil)",you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a blue light bulb, which is off, a blue wire, a green wire, a red light bulb, which is off, a switch, which is off, a violet light bulb, which is off, a yellow wire.",you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a blue light bulb, which is off, a blue wire, a green wire, a red light bulb, which is off, a switch, which is off, a violet light bulb, which is off, a yellow wire.",you are in art studio,1,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a blue light bulb, which is off, a blue wire, a green wire, a red light bulb, which is off, a switch, which is off, a violet light bulb, which is off, a yellow wire.",you are in bedroom,1,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a blue light bulb, which is off, a blue wire, a green wire, a red light bulb, which is off, a switch, which is off, a violet light bulb, which is off, a yellow wire.",you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a blue light bulb, which is off, a blue wire, a green wire, a red light bulb, which is off, a switch, which is off, a violet light bulb, which is off, a yellow wire.",you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a blue light bulb, which is off, a blue wire, a green wire, a red light bulb, which is off, a switch, which is off, a violet light bulb, which is off, a yellow wire.",you are in workshop,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a blue light bulb, which is off, a blue wire, a green wire, a red light bulb, which is off, a switch, which is off, a violet light bulb, which is off, a yellow wire.",you are in outside,1,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a blue light bulb, which is off, a blue wire, a green wire, a red light bulb, which is off, a switch, which is off, a violet light bulb, which is off, a yellow wire.",you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a blue light bulb, which is off, a blue wire, a green wire, a red light bulb, which is off, a switch, which is off, a violet light bulb, which is off, a yellow wire.",you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a red box (containing nothing),you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a blue wire, a green light bulb, which is off, a green wire, a orange light bulb, which is off, a orange wire, a switch, which is off, a yellow light bulb, which is off.",you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
You see a red box (containing nothing),you are in art studio,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a blue wire, a green light bulb, which is off, a green wire, a orange light bulb, which is off, a orange wire, a switch, which is off, a yellow light bulb, which is off.",you are in art studio,1,MoritzLaurer/MiniLM-L6-mnli
You see a red box (containing nothing),you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a blue wire, a green light bulb, which is off, a green wire, a orange light bulb, which is off, a orange wire, a switch, which is off, a yellow light bulb, which is off.",you are in bedroom,1,MoritzLaurer/MiniLM-L6-mnli
You see a red box (containing nothing),you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a blue wire, a green light bulb, which is off, a green wire, a orange light bulb, which is off, a orange wire, a switch, which is off, a yellow light bulb, which is off.",you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
You see a red box (containing nothing),you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a blue wire, a green light bulb, which is off, a green wire, a orange light bulb, which is off, a orange wire, a switch, which is off, a yellow light bulb, which is off.",you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
You see a red box (containing nothing),you are in workshop,1,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a blue wire, a green light bulb, which is off, a green wire, a orange light bulb, which is off, a orange wire, a switch, which is off, a yellow light bulb, which is off.",you are in workshop,2,MoritzLaurer/MiniLM-L6-mnli
You see a red box (containing nothing),you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a blue wire, a green light bulb, which is off, a green wire, a orange light bulb, which is off, a orange wire, a switch, which is off, a yellow light bulb, which is off.",you are in outside,1,MoritzLaurer/MiniLM-L6-mnli
You see a red box (containing nothing),you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a blue wire, a green light bulb, which is off, a green wire, a orange light bulb, which is off, a orange wire, a switch, which is off, a yellow light bulb, which is off.",you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
You see a red box (containing nothing),you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a blue wire, a green light bulb, which is off, a green wire, a orange light bulb, which is off, a orange wire, a switch, which is off, a yellow light bulb, which is off.",you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 2 (containing a pea plant in the adult stage with a short height, soil)",you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 6 (containing nothing),you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 9 (containing a peach tree in the adult stage, soil)",you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 2 (containing a pea plant in the adult stage with a short height, soil)",you are in art studio,1,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 6 (containing nothing),you are in art studio,1,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 9 (containing a peach tree in the adult stage, soil)",you are in art studio,1,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 2 (containing a pea plant in the adult stage with a short height, soil)",you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 6 (containing nothing),you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 9 (containing a peach tree in the adult stage, soil)",you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 2 (containing a pea plant in the adult stage with a short height, soil)",you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 6 (containing nothing),you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 9 (containing a peach tree in the adult stage, soil)",you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 2 (containing a pea plant in the adult stage with a short height, soil)",you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 6 (containing nothing),you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 9 (containing a peach tree in the adult stage, soil)",you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 2 (containing a pea plant in the adult stage with a short height, soil)",you are in workshop,1,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 6 (containing nothing),you are in workshop,1,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 9 (containing a peach tree in the adult stage, soil)",you are in workshop,1,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 2 (containing a pea plant in the adult stage with a short height, soil)",you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 6 (containing nothing),you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 9 (containing a peach tree in the adult stage, soil)",you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 2 (containing a pea plant in the adult stage with a short height, soil)",you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 6 (containing nothing),you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 9 (containing a peach tree in the adult stage, soil)",you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 2 (containing a pea plant in the adult stage with a short height, soil)",you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 6 (containing nothing),you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 9 (containing a peach tree in the adult stage, soil)",you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a blue box (containing nothing),you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a black wire, a blue wire, a green wire, a red light bulb, which is off, a switch, which is off, a violet light bulb, which is off, a yellow light bulb, which is off.",you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
You see a blue box (containing nothing),you are in art studio,1,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a black wire, a blue wire, a green wire, a red light bulb, which is off, a switch, which is off, a violet light bulb, which is off, a yellow light bulb, which is off.",you are in art studio,1,MoritzLaurer/MiniLM-L6-mnli
You see a blue box (containing nothing),you are in bedroom,1,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a black wire, a blue wire, a green wire, a red light bulb, which is off, a switch, which is off, a violet light bulb, which is off, a yellow light bulb, which is off.",you are in bedroom,1,MoritzLaurer/MiniLM-L6-mnli
You see a blue box (containing nothing),you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a black wire, a blue wire, a green wire, a red light bulb, which is off, a switch, which is off, a violet light bulb, which is off, a yellow light bulb, which is off.",you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
You see a blue box (containing nothing),you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a black wire, a blue wire, a green wire, a red light bulb, which is off, a switch, which is off, a violet light bulb, which is off, a yellow light bulb, which is off.",you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
You see a blue box (containing nothing),you are in workshop,1,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a black wire, a blue wire, a green wire, a red light bulb, which is off, a switch, which is off, a violet light bulb, which is off, a yellow light bulb, which is off.",you are in workshop,2,MoritzLaurer/MiniLM-L6-mnli
You see a blue box (containing nothing),you are in outside,1,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a black wire, a blue wire, a green wire, a red light bulb, which is off, a switch, which is off, a violet light bulb, which is off, a yellow light bulb, which is off.",you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
You see a blue box (containing nothing),you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a black wire, a blue wire, a green wire, a red light bulb, which is off, a switch, which is off, a violet light bulb, which is off, a yellow light bulb, which is off.",you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
You see a blue box (containing nothing),you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a black wire, a blue wire, a green wire, a red light bulb, which is off, a switch, which is off, a violet light bulb, which is off, a yellow light bulb, which is off.",you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a black wire, a blue light bulb, which is off, a green light bulb, which is off, a orange wire, a red light bulb, which is off, a switch, which is off, a yellow wire.",you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a black wire, a blue light bulb, which is off, a green light bulb, which is off, a orange wire, a red light bulb, which is off, a switch, which is off, a yellow wire.",you are in art studio,1,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a black wire, a blue light bulb, which is off, a green light bulb, which is off, a orange wire, a red light bulb, which is off, a switch, which is off, a yellow wire.",you are in bedroom,1,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a black wire, a blue light bulb, which is off, a green light bulb, which is off, a orange wire, a red light bulb, which is off, a switch, which is off, a yellow wire.",you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a black wire, a blue light bulb, which is off, a green light bulb, which is off, a orange wire, a red light bulb, which is off, a switch, which is off, a yellow wire.",you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a black wire, a blue light bulb, which is off, a green light bulb, which is off, a orange wire, a red light bulb, which is off, a switch, which is off, a yellow wire.",you are in workshop,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a black wire, a blue light bulb, which is off, a green light bulb, which is off, a orange wire, a red light bulb, which is off, a switch, which is off, a yellow wire.",you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a black wire, a blue light bulb, which is off, a green light bulb, which is off, a orange wire, a red light bulb, which is off, a switch, which is off, a yellow wire.",you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
"You see a table. On the table is: a battery, a black wire, a blue light bulb, which is off, a green light bulb, which is off, a orange wire, a red light bulb, which is off, a switch, which is off, a yellow wire.",you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a book shelf (containing nothing),you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
You see a book shelf (containing nothing),you are in art studio,2,MoritzLaurer/MiniLM-L6-mnli
You see a book shelf (containing nothing),you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a book shelf (containing nothing),you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
You see a book shelf (containing nothing),you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
You see a book shelf (containing nothing),you are in workshop,2,MoritzLaurer/MiniLM-L6-mnli
You see a book shelf (containing nothing),you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
You see a book shelf (containing nothing),you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
You see a book shelf (containing nothing),you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 5 (containing nothing),you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 6 (containing a banana tree in the adult stage, soil)",you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 9 (containing a avocado tree in the adult stage, soil)",you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 5 (containing nothing),you are in art studio,1,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 6 (containing a banana tree in the adult stage, soil)",you are in art studio,1,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 9 (containing a avocado tree in the adult stage, soil)",you are in art studio,2,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 5 (containing nothing),you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 6 (containing a banana tree in the adult stage, soil)",you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 9 (containing a avocado tree in the adult stage, soil)",you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 5 (containing nothing),you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 6 (containing a banana tree in the adult stage, soil)",you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 9 (containing a avocado tree in the adult stage, soil)",you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 5 (containing nothing),you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 6 (containing a banana tree in the adult stage, soil)",you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 9 (containing a avocado tree in the adult stage, soil)",you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 5 (containing nothing),you are in workshop,1,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 6 (containing a banana tree in the adult stage, soil)",you are in workshop,1,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 9 (containing a avocado tree in the adult stage, soil)",you are in workshop,1,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 5 (containing nothing),you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 6 (containing a banana tree in the adult stage, soil)",you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 9 (containing a avocado tree in the adult stage, soil)",you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 5 (containing nothing),you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 6 (containing a banana tree in the adult stage, soil)",you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 9 (containing a avocado tree in the adult stage, soil)",you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 5 (containing nothing),you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 6 (containing a banana tree in the adult stage, soil)",you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 9 (containing a avocado tree in the adult stage, soil)",you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 2 (containing a avocado tree in the adult stage, soil)",you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 4 (containing nothing),you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 2 (containing a avocado tree in the adult stage, soil)",you are in art studio,2,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 4 (containing nothing),you are in art studio,1,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 2 (containing a avocado tree in the adult stage, soil)",you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 4 (containing nothing),you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
